entry_time,exit_time,direction,entry_price,exit_price,sl,tp,lot_size,pnl,exit_reason,balance
2023-01-03 09:15:00,2023-01-03 10:15:00,BUY,33216.2,33354.2,33216.2,33292.60071428571,0.01,1.3800000000000001,TP,101.38
2023-01-03 10:45:00,2023-01-03 16:45:00,BUY,33400.2,33022.7,33197.78,33698.829999999994,0.01,-3.775,SL,97.60499999999999
2023-01-04 03:45:00,2023-01-04 15:15:00,BUY,33164.5,33261.5,33164.5,33257.533571428576,0.01,0.97,TP,98.57499999999999
2023-01-04 16:15:00,2023-01-04 17:00:00,BUY,33265.0,33090.0,33179.64571428571,33388.031428571434,0.01,-1.75,SL,96.82499999999999
2023-01-05 12:15:00,2023-01-05 15:15:00,BUY,33253.1,33148.1,33150.48428571428,33402.02357142858,0.01,-1.05,SL,95.77499999999999
2023-01-05 15:30:00,2023-01-06 15:30:00,SELL,33110.1,33159.3,33110.1,32799.62642857143,0.01,-0.4920000000000437,SL,95.28299999999994
2023-01-06 16:00:00,2023-01-09 17:30:00,BUY,33258.3,33856.8,33258.3,33814.6,0.01,5.985,TP,101.26799999999994
2023-01-09 18:30:00,2023-01-09 20:30:00,BUY,33873.7,33650.7,33735.05714285715,34076.66428571427,0.01,-2.23,SL,99.03799999999994
2023-01-09 21:00:00,2023-01-10 14:15:00,SELL,33653.2,33387.5,33653.2,33389.25428571428,0.01,2.656999999999971,TP,101.69499999999991
2023-01-10 14:30:00,2023-01-10 16:00:00,SELL,33367.5,33483.5,33465.661428571424,33225.25785714286,0.01,-1.16,SL,100.53499999999991
2023-01-10 16:45:00,2023-01-11 20:30:00,BUY,33557.0,33893.5,33557.0,33890.37,0.01,3.365,TP,103.8999999999999
2023-01-11 21:15:00,2023-01-11 23:45:00,BUY,33873.0,33979.0,33873.0,33976.13928571429,0.01,1.06,TP,104.95999999999991
2023-01-12 01:00:00,2023-01-12 15:30:00,BUY,33970.8,33940.1,33970.8,34100.12500000001,0.01,-0.3070000000000437,SL,104.65299999999986
2023-01-12 17:00:00,2023-01-18 17:45:00,BUY,34074.6,33737.4,33747.59428571429,34560.108571428565,0.01,-3.371999999999971,SL,101.28099999999989
2023-01-18 18:45:00,2023-01-19 13:15:00,SELL,33574.1,33051.6,33574.1,33089.125,0.01,5.2250000000000005,TP,106.50599999999989
2023-01-19 13:45:00,2023-01-19 16:15:00,SELL,33057.6,33069.6,33057.6,32975.93214285714,0.01,-0.12,SL,106.38599999999988
2023-01-19 21:00:00,2023-01-20 16:45:00,BUY,33165.4,32991.2,32994.75,33416.375,0.01,-1.7420000000000437,SL,104.64399999999983
2023-01-20 22:30:00,2023-01-23 17:00:00,BUY,33320.2,33523.4,33320.2,33501.71428571429,0.01,2.0320000000000435,TP,106.67599999999987
2023-01-23 18:45:00,2023-01-23 21:45:00,BUY,33705.9,33536.4,33550.485714285714,33934.02142857143,0.01,-1.695,SL,104.98099999999988
2023-01-24 09:30:00,2023-01-24 11:30:00,SELL,33622.9,33573.9,33655.252857142856,33579.37071428572,0.02,0.98,TP,105.96099999999988
2023-01-24 11:45:00,2023-01-24 15:30:00,SELL,33583.9,33471.4,33583.9,33532.03714285715,0.01,1.125,TP,107.08599999999988
2023-01-25 02:00:00,2023-01-25 15:30:00,SELL,33662.6,33462.0,33662.6,33493.325714285704,0.01,2.0059999999999856,TP,109.09199999999987
2023-01-25 17:00:00,2023-01-25 18:30:00,SELL,33452.3,33453.7,33452.3,33320.66500000001,0.01,-0.013999999999941793,SL,109.07799999999993
2023-01-26 01:15:00,2023-01-26 11:15:00,BUY,33745.4,33740.7,33745.4,33818.847857142864,0.01,-0.04700000000004366,SL,109.03099999999989
2023-01-26 22:00:00,2023-01-27 17:00:00,BUY,33892.2,34065.1,33892.2,34031.435714285704,0.01,1.7290000000000145,TP,110.7599999999999
2023-01-27 18:30:00,2023-01-30 10:00:00,BUY,34016.3,33799.2,33817.72857142857,34309.157142857155,0.01,-2.1710000000000584,SL,108.58899999999984
2023-01-30 11:30:00,2023-01-30 15:45:00,SELL,33762.2,33820.2,33817.091428571424,33684.862857142856,0.01,-0.58,SL,108.00899999999984
2023-01-30 22:45:00,2023-01-31 15:30:00,SELL,33714.7,33766.2,33714.7,33554.44285714286,0.01,-0.515,SL,107.49399999999984
2023-01-31 19:00:00,2023-01-31 19:15:00,BUY,33790.3,33859.8,33750.444285714286,33845.08357142858,0.01,0.6950000000000001,TP,108.18899999999984
2023-01-31 19:45:00,2023-01-31 22:45:00,BUY,33870.8,34091.0,33747.35857142857,34050.96214285715,0.01,2.201999999999971,TP,110.3909999999998
2023-02-01 01:45:00,2023-02-01 02:45:00,BUY,34036.3,34002.3,34010.65571428572,34069.76642857143,0.02,-0.68,SL,109.7109999999998
2023-02-01 10:00:00,2023-02-01 10:45:00,SELL,34011.5,33972.5,34038.24,33976.39,0.02,0.78,TP,110.4909999999998
2023-02-02 13:15:00,2023-02-02 13:45:00,SELL,34045.6,33976.6,34085.694285714286,33990.458571428564,0.01,0.6900000000000001,TP,111.1809999999998
2023-02-02 14:30:00,2023-02-02 15:45:00,SELL,33955.1,34126.1,34077.24285714286,33776.8857142857,0.01,-1.71,SL,109.4709999999998
2023-02-03 06:00:00,2023-02-03 09:30:00,BUY,34060.9,34012.1,34017.9,34120.4,0.01,-0.48800000000002913,SL,108.98299999999978
2023-02-03 15:15:00,2023-02-03 15:30:00,SELL,33980.6,33862.6,34009.04285714286,33942.93571428571,0.02,2.36,TP,111.34299999999978
2023-02-06 08:00:00,2023-02-06 10:15:00,SELL,33825.2,33763.0,33859.44142857143,33778.83785714285,0.02,1.2439999999999418,TP,112.58699999999972
2023-02-06 10:45:00,2023-02-06 12:30:00,SELL,33772.0,33656.0,33772.0,33669.43285714286,0.01,1.16,TP,113.74699999999972
2023-02-07 09:15:00,2023-02-07 10:00:00,SELL,33902.6,33810.6,33942.04142857143,33848.43785714285,0.02,1.84,TP,115.58699999999972
2023-02-07 10:30:00,2023-02-07 16:15:00,SELL,33836.1,33688.6,33936.450000000004,33690.57499999999,0.01,1.475,TP,117.06199999999971
2023-02-08 10:30:00,2023-02-08 18:30:00,SELL,34079.5,33924.0,34079.5,33954.107142857145,0.01,1.555,TP,118.61699999999972
2023-02-09 04:15:00,2023-02-09 09:45:00,BUY,34031.5,34075.3,34031.5,34072.835,0.02,0.8760000000000582,TP,119.49299999999978
2023-02-09 10:30:00,2023-02-09 18:15:00,BUY,34175.8,34025.0,34052.08285714286,34356.37571428572,0.01,-1.508000000000029,SL,117.98499999999976
2023-02-10 06:00:00,2023-02-10 10:00:00,SELL,33659.7,33741.0,33707.72571428571,33592.661428571424,0.01,-0.8130000000000291,SL,117.17199999999973
2023-02-10 10:15:00,2023-02-10 11:45:00,BUY,33742.5,33656.5,33659.34857142857,33862.22714285714,0.01,-0.86,SL,116.31199999999973
2023-02-13 09:00:00,2023-02-13 10:15:00,BUY,33801.5,33848.0,33770.70571428571,33842.69142857144,0.02,0.93,TP,117.24199999999973
2023-02-13 10:30:00,2023-02-13 14:15:00,BUY,33836.0,33918.0,33784.89571428571,33907.656428571434,0.01,0.8200000000000001,TP,118.06199999999973
2023-02-14 01:00:00,2023-02-14 14:45:00,BUY,34233.8,34310.1,34184.7,34302.45000000001,0.01,0.7629999999999564,TP,118.82499999999969
2023-02-14 15:00:00,2023-02-14 15:30:00,BUY,34304.1,34227.6,34245.805714285714,34386.54142857142,0.01,-0.765,SL,118.05999999999969
2023-02-15 09:30:00,2023-02-15 11:30:00,SELL,33951.7,34009.7,33996.34142857143,33889.73785714284,0.01,-0.58,SL,117.47999999999969
2023-02-15 15:15:00,2023-02-15 21:00:00,SELL,33957.7,34089.0,34073.729999999996,33788.655,0.01,-1.313000000000029,SL,116.16699999999966
2023-02-16 01:30:00,2023-02-16 08:00:00,BUY,34109.1,34108.1,34109.1,34150.89785714285,0.02,-0.02,SL,116.14699999999966
2023-02-16 08:45:00,2023-02-16 10:00:00,SELL,34108.6,34157.8,34150.28,34051.08,0.01,-0.4920000000000437,SL,115.65499999999962
2023-02-17 01:15:00,2023-02-17 10:00:00,SELL,33648.6,33533.5,33722.55714285714,33542.66428571429,0.01,1.1509999999999854,TP,116.8059999999996
2023-02-17 22:15:00,2023-02-21 10:30:00,BUY,33784.1,33651.9,33652.247142857144,33976.87928571428,0.01,-1.321999999999971,SL,115.48399999999963
2023-02-21 11:00:00,2023-02-21 16:15:00,SELL,33609.4,33461.9,33609.4,33466.25571428571,0.01,1.475,TP,116.95899999999962
2023-02-21 17:15:00,2023-02-22 22:00:00,SELL,33350.3,32972.7,33350.3,32981.62214285715,0.01,3.7760000000000584,TP,120.73499999999967
2023-02-23 16:00:00,2023-02-23 17:30:00,BUY,33142.6,33137.7,33142.6,33252.88785714286,0.01,-0.04900000000001455,SL,120.68599999999965
2023-02-23 19:15:00,2023-02-23 21:30:00,SELL,32822.7,33111.9,33099.46,32412.559999999994,0.01,-2.892000000000044,SL,117.79399999999961
2023-02-24 10:15:00,2023-02-24 12:30:00,SELL,33108.3,33061.8,33140.088571428576,33065.61714285714,0.02,0.93,TP,118.72399999999962
2023-02-24 14:15:00,2023-02-24 15:30:00,SELL,32973.8,32776.8,33076.364285714284,32824.95357142858,0.01,1.97,TP,120.69399999999962
2023-02-27 07:30:00,2023-02-27 10:00:00,SELL,32799.5,32888.7,32851.362857142856,32726.705714285716,0.01,-0.8919999999999709,SL,119.80199999999965
2023-02-27 10:45:00,2023-02-27 15:30:00,BUY,32902.2,33039.2,32808.58857142857,33037.61714285714,0.01,1.37,TP,121.17199999999966
2023-02-28 10:15:00,2023-02-28 12:45:00,SELL,32793.8,32923.8,32923.59428571429,32604.108571428576,0.01,-1.3,SL,119.87199999999966
2023-02-28 13:00:00,2023-02-28 16:30:00,BUY,32924.3,32762.3,32809.54428571429,33091.43357142857,0.01,-1.6200000000000365,SL,118.25199999999963
2023-03-01 01:00:00,2023-03-01 23:00:00,SELL,32620.2,32773.2,32729.514285714286,32461.228571428575,0.01,-1.5299999999999636,SL,116.72199999999967
2023-03-02 01:00:00,2023-03-02 10:00:00,BUY,32802.2,32610.4,32631.05,33053.924999999996,0.01,-1.9179999999999564,SL,114.80399999999972
2023-03-02 13:15:00,2023-03-02 20:45:00,BUY,32712.9,32907.3,32712.9,32859.08285714286,0.01,1.9440000000000146,TP,116.74799999999973
2023-03-03 08:15:00,2023-03-03 09:00:00,BUY,32976.9,32943.1,32954.89142857143,33004.91285714286,0.03,-1.0140000000000873,SL,115.73399999999965
2023-03-03 09:15:00,2023-03-03 11:00:00,SELL,32952.1,33001.1,32994.35142857143,32893.72285714286,0.01,-0.49,SL,115.24399999999966
2023-03-06 04:00:00,2023-03-06 04:30:00,BUY,33376.1,33435.1,33339.29571428571,33426.30642857143,0.02,1.18,TP,116.42399999999967
2023-03-06 04:45:00,2023-03-06 13:45:00,BUY,33431.6,33347.3,33355.479999999996,33540.78,0.01,-0.8429999999999563,SL,115.5809999999997
2023-03-07 18:30:00,2023-03-08 19:00:00,SELL,33113.9,32704.5,33113.9,32742.45785714286,0.01,4.0940000000000145,TP,119.67499999999971
2023-03-08 19:30:00,2023-03-09 16:00:00,SELL,32716.5,32875.3,32863.22142857143,32501.417857142857,0.01,-1.5880000000000292,SL,118.08699999999969
2023-03-09 16:45:00,2023-03-09 19:00:00,BUY,32924.8,32746.3,32747.329999999998,33186.00500000001,0.01,-1.7850000000000363,SL,116.30199999999965
2023-03-09 21:15:00,2023-03-10 03:00:00,SELL,32509.5,32129.8,32509.5,32152.4,0.01,3.7970000000000073,TP,120.09899999999966
2023-03-10 03:15:00,2023-03-10 04:15:00,SELL,32154.8,32042.8,32222.781428571427,32057.82785714286,0.01,1.12,TP,121.21899999999967
2023-03-10 05:15:00,2023-03-10 11:15:00,SELL,32072.8,32120.1,32072.8,31954.253571428573,0.01,-0.47299999999999276,SL,120.74599999999967
2023-03-13 01:15:00,2023-03-13 14:00:00,BUY,32213.7,31717.2,31808.77857142857,32816.08214285714,0.01,-4.965,SL,115.78099999999966
2023-03-13 14:15:00,2023-03-13 16:45:00,SELL,31718.7,32102.9,32094.77857142857,31159.582142857143,0.01,-3.842000000000007,SL,111.93899999999965
2023-03-14 04:30:00,2023-03-14 08:00:00,BUY,31952.3,31831.0,31866.895714285714,32075.406428571427,0.01,-1.2129999999999928,SL,110.72599999999966
2023-03-14 13:00:00,2023-03-14 14:15:00,BUY,31928.5,32056.7,31928.5,32025.491428571426,0.01,1.2820000000000074,TP,112.00799999999967
2023-03-15 04:15:00,2023-03-15 10:45:00,BUY,32151.2,32060.4,32084.80285714286,32245.795714285712,0.01,-0.9079999999999927,SL,111.09999999999968
2023-03-15 18:30:00,2023-03-15 20:15:00,SELL,31496.7,31831.9,31756.954285714288,31111.318571428572,0.01,-3.3520000000000074,SL,107.74799999999968
2023-03-16 02:00:00,2023-03-16 02:45:00,BUY,31872.1,31993.1,31803.591428571428,31969.862857142856,0.01,1.21,TP,108.95799999999967
2023-03-16 04:30:00,2023-03-16 08:45:00,BUY,31985.1,31884.9,31921.54857142857,32075.427142857137,0.01,-1.001999999999971,SL,107.9559999999997
2023-03-17 13:45:00,2023-03-17 14:45:00,SELL,32113.1,31946.1,32113.1,31975.681428571428,0.01,1.67,TP,109.6259999999997
2023-03-17 16:00:00,2023-03-20 00:15:00,SELL,31959.6,31975.8,31959.6,31727.06428571429,0.01,-0.16200000000000728,SL,109.4639999999997
2023-03-20 00:45:00,2023-03-20 06:30:00,BUY,32001.3,31801.4,31803.255714285715,32293.366428571426,0.01,-1.9989999999999781,SL,107.46499999999972
2023-03-20 14:00:00,2023-03-20 15:30:00,BUY,31849.1,32058.0,31849.1,31980.12857142857,0.01,2.0890000000000146,TP,109.55399999999973
2023-03-21 03:45:00,2023-03-21 11:00:00,BUY,32295.5,32382.8,32235.334285714285,32380.748571428572,0.01,0.8729999999999928,TP,110.42699999999972
2023-03-21 12:45:00,2023-03-21 19:45:00,BUY,32488.3,32349.5,32378.085714285713,32648.62142857143,0.01,-1.3879999999999928,SL,109.03899999999973
2023-03-22 02:00:00,2023-03-22 03:00:00,SELL,32554.4,32518.3,32554.4,32522.688571428575,0.02,0.7220000000000437,TP,109.76099999999977
2023-03-22 04:30:00,2023-03-22 09:30:00,SELL,32529.3,32445.5,32574.15714285714,32467.014285714286,0.01,0.8379999999999928,TP,110.59899999999976
2023-03-23 03:15:00,2023-03-23 09:15:00,BUY,32117.2,32225.5,32117.2,32218.38071428571,0.01,1.0829999999999929,TP,111.68199999999976
2023-03-23 11:45:00,2023-03-23 15:30:00,SELL,32096.8,32232.8,32230.13,31901.804999999997,0.01,-1.36,SL,110.32199999999976
2023-03-24 08:00:00,2023-03-24 09:30:00,BUY,32170.2,32238.2,32124.545714285716,32233.681428571428,0.01,0.68,TP,111.00199999999977
2023-03-24 10:45:00,2023-03-24 22:45:00,SELL,32020.2,32280.4,32267.755714285715,31653.86642857143,0.01,-2.6020000000000074,SL,108.39999999999976
2023-03-27 02:30:00,2023-03-27 10:30:00,BUY,32405.6,32268.2,32321.334285714285,32526.99857142857,0.01,-1.3739999999999781,SL,107.02599999999978
2023-03-27 14:45:00,2023-03-27 17:30:00,BUY,32456.2,32360.5,32379.97857142857,32565.532142857144,0.01,-0.9570000000000073,SL,106.06899999999978
2023-03-28 10:00:00,2023-03-28 11:45:00,BUY,32542.5,32466.3,32475.48142857143,32638.027857142853,0.01,-0.7620000000000073,SL,105.30699999999977
2023-03-28 12:15:00,2023-03-28 17:00:00,SELL,32469.3,32519.8,32469.3,32349.14428571428,0.01,-0.505,SL,104.80199999999978
2023-03-29 08:00:00,2023-03-29 08:45:00,BUY,32519.3,32572.3,32495.121428571427,32550.567857142858,0.02,1.06,TP,105.86199999999978
2023-03-29 10:30:00,2023-03-29 11:30:00,BUY,32557.0,32615.5,32557.0,32610.112142857142,0.01,0.585,TP,106.44699999999978
2023-03-30 08:00:00,2023-03-30 09:00:00,BUY,32717.6,32774.8,32717.6,32770.684285714284,0.01,0.5720000000000437,TP,107.01899999999982
2023-03-30 09:15:00,2023-03-30 12:30:00,BUY,32765.8,32870.0,32765.8,32867.41142857143,0.01,1.0420000000000074,TP,108.06099999999982
2023-03-31 02:00:00,2023-03-31 09:00:00,BUY,32873.6,32871.7,32873.6,32929.403571428564,0.01,-0.019000000000014554,SL,108.0419999999998
2023-03-31 09:30:00,2023-03-31 12:15:00,SELL,32873.7,32919.2,32916.45285714285,32814.57071428571,0.01,-0.455,SL,107.5869999999998
2023-04-03 01:15:00,2023-04-03 16:45:00,BUY,33267.1,33556.3,33267.1,33509.882857142846,0.01,2.892000000000044,TP,110.47899999999984
2023-04-04 10:00:00,2023-04-04 13:30:00,SELL,33585.0,33676.0,33653.42428571428,33487.36357142858,0.01,-0.91,SL,109.56899999999985
2023-04-04 13:45:00,2023-04-04 16:00:00,BUY,33672.0,33604.5,33610.24285714285,33759.635714285716,0.01,-0.675,SL,108.89399999999985
2023-04-05 01:00:00,2023-04-05 12:45:00,BUY,33426.4,33325.8,33328.364285714284,33568.453571428574,0.01,-1.0059999999999856,SL,107.88799999999986
2023-04-05 13:00:00,2023-04-05 16:30:00,SELL,33330.8,33439.8,33403.31285714285,33227.03071428573,0.01,-1.09,SL,106.79799999999986
2023-04-06 04:15:00,2023-04-06 10:15:00,SELL,33440.2,33495.5,33479.24,33386.64,0.01,-0.5530000000000291,SL,106.24499999999983
2023-04-06 10:30:00,2023-04-06 15:30:00,BUY,33483.0,33466.3,33483.0,33544.95785714286,0.01,-0.1669999999999709,SL,106.07799999999986
2023-04-10 01:15:00,2023-04-10 15:00:00,BUY,33536.5,33433.3,33452.63428571429,33657.29857142857,0.01,-1.031999999999971,SL,105.04599999999989
2023-04-10 15:30:00,2023-04-10 19:30:00,SELL,33364.8,33530.6,33526.29285714286,33127.56071428572,0.01,-1.6579999999999564,SL,103.38799999999993
2023-04-11 01:30:00,2023-04-11 05:00:00,BUY,33600.3,33634.8,33600.3,33625.24642857142,0.03,1.035,TP,104.42299999999993
